Date,Open,High,Low,Close,Adj Close,Volume
8/16/2019,183.75,185.100006,182.360001,183.699997,183.699997,12654600
8/19/2019,186.009995,187.5,184.850006,186.169998,186.169998,9691200
8/20/2019,185.449997,186,182.389999,183.809998,183.809998,10083400
8/21/2019,185,185.899994,183.139999,183.550003,183.550003,8398200
8/22/2019,183.429993,184.110001,179.910004,182.039993,182.039993,10821400
8/23/2019,180.839996,183.130005,176.660004,177.75,177.75,17323400
8/26/2019,179.399994,180.5,178.240005,180.360001,180.360001,8773600
8/27/2019,181.929993,184.039993,181.009995,181.300003,181.300003,14399600
8/28/2019,180.529999,181.949997,178.919998,181.759995,181.759995,9386100
8/29/2019,183.770004,186.080002,183.470001,185.570007,185.570007,10128700
8/30/2019,186.779999,186.800003,183.460007,185.669998,185.669998,10774500
9/3/2019,184,185.669998,182.110001,182.389999,182.389999,9779400
9/4/2019,184.649994,187.75,183.889999,187.139999,187.139999,11308000
9/5/2019,188.529999,191.360001,187.940002,190.899994,190.899994,13876700
9/6/2019,190.210007,190.210007,186.350006,187.490005,187.490005,15226800
9/9/2019,187.729996,188.979996,185.850006,188.759995,188.759995,14722400
9/10/2019,187.440002,188.100006,184.550003,186.169998,186.169998,15455900
9/11/2019,186.460007,189.440002,186.080002,188.490005,188.490005,11761700
9/12/2019,189.860001,190.929993,187.229996,187.470001,187.470001,11419800
9/13/2019,187.330002,187.970001,186.539993,187.190002,187.190002,11441100
9/16/2019,186.929993,187.789993,185.770004,186.220001,186.220001,8444800
9/17/2019,186.660004,188.320007,185.539993,188.080002,188.080002,9671100
9/18/2019,188.089996,189.080002,186.009995,188.139999,188.139999,9681900
9/19/2019,188.660004,191.100006,188.149994,190.139999,190.139999,10392700
9/20/2019,190.660004,193.100006,188.119995,189.929993,189.929993,19934200
9/23/2019,189.339996,190.100006,185.210007,186.820007,186.820007,13327600
9/24/2019,187.979996,188.039993,180.389999,181.279999,181.279999,18546600
9/25/2019,181.449997,183.419998,177.869995,182.800003,182.800003,18068300
9/26/2019,181.330002,181.399994,177.669998,180.110001,180.110001,16083300
9/27/2019,180.490005,180.759995,175.660004,177.100006,177.100006,14656200
9/30/2019,177.869995,178.669998,176.850006,178.080002,178.080002,10740000
10/1/2019,179.149994,179.839996,174.880005,175.809998,175.809998,17073000
10/2/2019,174.839996,176.529999,173.089996,174.600006,174.600006,16151700
10/3/2019,175.570007,179.839996,173.630005,179.380005,179.380005,16086300
10/4/2019,179.550003,180.979996,178.100006,180.449997,180.449997,10430200
10/7/2019,180,181.179993,178.089996,179.679993,179.679993,9178300
10/8/2019,178.259995,180.369995,177.720001,177.75,177.75,9466900
10/9/2019,179.160004,180.720001,177.940002,179.850006,179.850006,7556900
10/10/2019,180.320007,181.610001,179.169998,180.029999,180.029999,8605000
10/11/2019,182.149994,186.490005,182.139999,184.190002,184.190002,14930500
10/14/2019,184.199997,184.619995,182.570007,183.279999,183.279999,7006000
10/15/2019,183.800003,190.380005,183.660004,188.889999,188.889999,15039100
10/16/2019,188.320007,189.699997,186.899994,189.550003,189.550003,10516900
10/17/2019,190.300003,190.839996,188.770004,190.389999,190.389999,9603000
10/18/2019,190.229996,191.490005,183.919998,185.850006,185.850006,16874200
10/21/2019,187.039993,189.910004,186.75,189.759995,189.759995,8122600
10/22/2019,190,190.649994,181.5,182.339996,182.339996,19537600
10/23/2019,182.009995,186.380005,182,186.149994,186.149994,12300400
10/24/2019,184.619995,186.729996,182.800003,186.380005,186.380005,11413500
10/25/2019,185.830002,189,185.089996,187.889999,187.889999,8061200
10/28/2019,187.199997,189.529999,185.080002,189.399994,189.399994,13657900
10/29/2019,191.690002,192.529999,188.470001,189.309998,189.309998,13574900
10/30/2019,189.559998,190.449997,185.979996,188.25,188.25,28734600
10/31/2019,196.699997,198.089996,188.25,191.649994,191.649994,42286500
11/1/2019,192.850006,194.110001,189.910004,193.619995,193.619995,21711800
11/4/2019,194.550003,197.369995,193.809998,194.720001,194.720001,16371300
11/5/2019,195.369995,195.75,193.600006,194.320007,194.320007,9942000
11/6/2019,194.029999,194.369995,191.350006,191.550003,191.550003,10973000
11/7/2019,191.910004,193.440002,189.470001,190.419998,190.419998,13473000
11/8/2019,190,192.339996,189.699997,190.839996,190.839996,10760800
11/11/2019,189.929993,190.080002,188.539993,189.610001,189.610001,8631200
11/12/2019,190,195.059998,189.740005,194.470001,194.470001,17615500
11/13/2019,194.699997,195.699997,192.740005,193.190002,193.190002,10860700
11/14/2019,192.929993,194.029999,191.449997,193.149994,193.149994,9040500
11/15/2019,194.259995,195.300003,193.380005,195.100006,195.100006,11524300
11/18/2019,194.559998,198.630005,193.050003,197.399994,197.399994,16167200
11/19/2019,197.399994,200,196.860001,199.320007,199.320007,19056800
11/20/2019,198.580002,199.589996,195.429993,197.509995,197.509995,12355400
11/21/2019,197.419998,199.089996,196.860001,197.929993,197.929993,12131000
11/22/2019,198.380005,199.300003,197.619995,198.820007,198.820007,9959800
11/25/2019,199.520004,200.970001,199.25,199.789993,199.789993,15272300
11/26/2019,200,200.149994,198.039993,198.970001,198.970001,11735500
11/27/2019,199.899994,203.139999,199.419998,202,202,12736600
11/29/2019,201.600006,203.800003,201.210007,201.639999,201.639999,7985200
12/2/2019,202.130005,202.179993,198.050003,199.699997,199.699997,11503400
12/3/2019,197.600006,198.929993,195.080002,198.820007,198.820007,11595300
12/4/2019,200,200.029999,198.050003,198.710007,198.710007,8456300
12/5/2019,199.860001,201.289993,198.210007,199.360001,199.360001,9740400
12/6/2019,200.5,201.570007,200.059998,201.050003,201.050003,12270600
12/9/2019,200.649994,203.139999,200.210007,201.339996,201.339996,11954800
12/10/2019,201.660004,202.050003,200.149994,200.869995,200.869995,9475700
12/11/2019,200.279999,202.630005,200.279999,202.259995,202.259995,8036800
12/12/2019,202.350006,203.660004,194.100006,196.75,196.75,23734800
12/13/2019,196.399994,196.800003,193.169998,194.110001,194.110001,18798000
12/16/2019,195.270004,199.119995,194.809998,197.919998,197.919998,14911500
12/17/2019,198.839996,199,196.130005,198.389999,198.389999,10175700
12/18/2019,200.089996,204.300003,200.089996,202.5,202.5,23274400
12/19/2019,202.779999,206.300003,202.509995,206.059998,206.059998,16514600
12/20/2019,207.479996,207.710007,203.429993,206.300003,206.300003,27306900
12/23/2019,206.699997,208.589996,205.679993,206.179993,206.179993,13348900
12/24/2019,206.300003,206.789993,205,205.119995,205.119995,6046300
12/26/2019,205.570007,207.820007,205.309998,207.789993,207.789993,9350700
12/27/2019,208.669998,208.929993,206.589996,208.100006,208.100006,10284200
12/30/2019,207.860001,207.899994,203.899994,204.410004,204.410004,10524300
12/31/2019,204,205.559998,203.600006,205.25,205.25,8953500
